id,grade,year,season,measure,score
330810,6,2008,fall,mf,10.7
330810,6,2008,spring,rc,5.9
330810,6,2008,spring,lwid,8
330810,6,2008,spring,wa,6.8
330810,6,2008,spring,rf,8
330810,6,2008,spring,cap,5.6
330810,6,2008,spring,punc,5
330810,6,2008,spring,ue,3.7
330810,6,2008,spring,lang,4.8
330810,6,2008,spring,wf,7.1
330810,6,2008,spring,ws,8.1
330810,6,2008,spring,ce,3
330810,6,2008,spring,psdi,3.4
330810,6,2008,spring,comp,7.4
330810,6,2008,spring,maths,4.4
330810,6,2008,spring,calc,8.9
330810,6,2008,spring,mf,18
370810,4,2008,fall,rc,2.5
370810,4,2008,fall,lwid,NA
370810,4,2008,fall,wa,NA
370810,4,2008,fall,rf,NA
370810,4,2008,fall,cap,1.4
370810,4,2008,fall,punc,1.5
370810,4,2008,fall,ue,1.6
370810,4,2008,fall,lang,1.5
370810,4,2008,fall,wf,NA
370810,4,2008,fall,ws,NA
370810,4,2008,fall,ce,3
370810,4,2008,fall,psdi,2.5
370810,4,2008,fall,comp,3.3
370810,4,2008,fall,maths,2.9
370810,4,2008,fall,calc,NA
370810,4,2008,fall,mf,NA
370810,4,2008,spring,rc,3.1
370810,4,2008,spring,lwid,2
370810,4,2008,spring,wa,1.9
370810,4,2008,spring,rf,2.6
370810,4,2008,spring,cap,1.3
370810,4,2008,spring,punc,1.8
370810,4,2008,spring,ue,3
370810,4,2008,spring,lang,2
370810,4,2008,spring,wf,3.9
370810,4,2008,spring,ws,2.8
370810,4,2008,spring,ce,3.2
370810,4,2008,spring,psdi,3.2
370810,4,2008,spring,comp,2.7
370810,4,2008,spring,maths,3
370810,4,2008,spring,calc,3.2
370810,4,2008,spring,mf,2.8
380810,8,2008,fall,rc,4.2
380810,8,2008,fall,lwid,9.8
380810,8,2008,fall,wa,10.2
380810,8,2008,fall,rf,12.7
380810,8,2008,fall,cap,5.6
380810,8,2008,fall,punc,11.6
380810,8,2008,fall,ue,7.2
380810,8,2008,fall,lang,8.1
380810,8,2008,fall,wf,6.6
380810,8,2008,fall,ws,8.9
380810,8,2008,fall,ce,3.8
380810,8,2008,fall,psdi,4.2
380810,8,2008,fall,comp,5.1
380810,8,2008,fall,maths,4.3
380810,8,2008,fall,calc,7.3
380810,8,2008,fall,mf,12.9
380810,8,2008,spring,rc,6.5
380810,8,2008,spring,lwid,11.3
380810,8,2008,spring,wa,8.6
380810,8,2008,spring,rf,18
380810,8,2008,spring,cap,7.7
380810,8,2008,spring,punc,9.7
380810,8,2008,spring,ue,5.8
380810,8,2008,spring,lang,7.7
380810,8,2008,spring,wf,18
380810,8,2008,spring,ws,8.1
380810,8,2008,spring,ce,3.9
380810,8,2008,spring,psdi,5.2
380810,8,2008,spring,comp,8.1
380810,8,2008,spring,maths,5.7
380810,8,2008,spring,calc,5.7
380810,8,2008,spring,mf,15.3
390810,4,2008,fall,rc,2.1
390810,4,2008,fall,lwid,2.2
390810,4,2008,fall,wa,2.4
390810,4,2008,fall,rf,2
390810,4,2008,fall,cap,2
390810,4,2008,fall,punc,2.2
390810,4,2008,fall,ue,1.8
390810,4,2008,fall,lang,2
390810,4,2008,fall,wf,1.8
390810,4,2008,fall,ws,3.7
390810,4,2008,fall,ce,1.6
390810,4,2008,fall,psdi,1.5
390810,4,2008,fall,comp,1.7
390810,4,2008,fall,maths,1.6
390810,4,2008,fall,calc,2.1
390810,4,2008,fall,mf,2.4
390810,4,2008,spring,rc,2.9
390810,4,2008,spring,lwid,2.5
390810,4,2008,spring,wa,2.9
390810,4,2008,spring,rf,3.1
390810,4,2008,spring,cap,2.2
390810,4,2008,spring,punc,2.4
390810,4,2008,spring,ue,2.8
390810,4,2008,spring,lang,2.5
390810,4,2008,spring,wf,3.6
390810,4,2008,spring,ws,3.7
390810,4,2008,spring,ce,1.2
390810,4,2008,spring,psdi,1
390810,4,2008,spring,comp,2
390810,4,2008,spring,maths,1.3
390810,4,2008,spring,calc,2.5
390810,4,2008,spring,mf,2.9
400810,8,2008,fall,rc,5
400810,8,2008,fall,lwid,7.1
400810,8,2008,fall,wa,6.1
400810,8,2008,fall,rf,4.1
400810,8,2008,fall,cap,3.6
400810,8,2008,fall,punc,3.3
400810,8,2008,fall,ue,6.1
400810,8,2008,fall,lang,4.3
400810,8,2008,fall,wf,5.3
400810,8,2008,fall,ws,8.9
400810,8,2008,fall,ce,4.2
400810,8,2008,fall,psdi,4.2
400810,8,2008,fall,comp,3.6
400810,8,2008,fall,maths,4
400810,8,2008,fall,calc,4.5
400810,8,2008,fall,mf,4.6
400810,8,2008,spring,rc,7.5
400810,8,2008,spring,lwid,9.1
400810,8,2008,spring,wa,8.6
400810,8,2008,spring,rf,6.1
400810,8,2008,spring,cap,8.4
400810,8,2008,spring,punc,5.9
400810,8,2008,spring,ue,8.9
400810,8,2008,spring,lang,7.7
400810,8,2008,spring,wf,6.7
400810,8,2008,spring,ws,8.4
400810,8,2008,spring,ce,4.2
400810,8,2008,spring,psdi,7.2
400810,8,2008,spring,comp,5.3
400810,8,2008,spring,maths,5.5
400810,8,2008,spring,calc,8.4
400810,8,2008,spring,mf,14
410810,4,2008,fall,rc,3
410810,4,2008,fall,lwid,5.3
410810,4,2008,fall,wa,5.1
410810,4,2008,fall,rf,3.1
410810,4,2008,fall,cap,1.1
410810,4,2008,fall,punc,0.8
410810,4,2008,fall,ue,3.1
410810,4,2008,fall,lang,1.7
410810,4,2008,fall,wf,3.9
410810,4,2008,fall,ws,5.1
410810,4,2008,fall,ce,2.1
410810,4,2008,fall,psdi,2.1
410810,4,2008,fall,comp,1.1
410810,4,2008,fall,maths,1.8
410810,4,2008,fall,calc,3.5
410810,4,2008,fall,mf,5.2
410810,4,2008,spring,rc,4.5
410810,4,2008,spring,lwid,6.4
410810,4,2008,spring,wa,4.7
410810,4,2008,spring,rf,5
410810,4,2008,spring,cap,3.8
410810,4,2008,spring,punc,3.9
410810,4,2008,spring,ue,4.6
410810,4,2008,spring,lang,4.1
410810,4,2008,spring,wf,3.3
410810,4,2008,spring,ws,11.6
410810,4,2008,spring,ce,3.2
410810,4,2008,spring,psdi,5.2
410810,4,2008,spring,comp,3
410810,4,2008,spring,maths,3.8
410810,4,2008,spring,calc,4.4
410810,4,2008,spring,mf,9.2
420810,8,2008,fall,rc,13
420810,8,2008,fall,lwid,9.8
420810,8,2008,fall,wa,15.4
420810,8,2008,fall,rf,9.9
420810,8,2008,fall,cap,13
420810,8,2008,fall,punc,13
420810,8,2008,fall,ue,13
420810,8,2008,fall,lang,13
420810,8,2008,fall,wf,7.1
420810,8,2008,fall,ws,11.9
420810,8,2008,fall,ce,10.1
420810,8,2008,fall,psdi,13
420810,8,2008,fall,comp,5.1
420810,8,2008,fall,maths,9
420810,8,2008,fall,calc,8
420810,8,2008,fall,mf,7.9
420810,8,2008,spring,rc,13
420810,8,2008,spring,lwid,10.4
420810,8,2008,spring,wa,15.5
420810,8,2008,spring,rf,18
420810,8,2008,spring,cap,7
420810,8,2008,spring,punc,12.2
420810,8,2008,spring,ue,13
420810,8,2008,spring,lang,10.7
420810,8,2008,spring,wf,18
420810,8,2008,spring,ws,6.5
420810,8,2008,spring,ce,13
420810,8,2008,spring,psdi,13
420810,8,2008,spring,comp,13
420810,8,2008,spring,maths,13
420810,8,2008,spring,calc,18
420810,8,2008,spring,mf,16.6
440810,2,2008,fall,rc,NA
440810,2,2008,fall,lwid,1.5
440810,2,2008,fall,wa,1.8
440810,2,2008,fall,rf,1
440810,2,2008,fall,cap,NA
440810,2,2008,fall,punc,NA
440810,2,2008,fall,ue,NA
440810,2,2008,fall,lang,0
440810,2,2008,fall,wf,1
440810,2,2008,fall,ws,2.4
440810,2,2008,fall,ce,NA
440810,2,2008,fall,psdi,NA
440810,2,2008,fall,comp,NA
440810,2,2008,fall,maths,0
440810,2,2008,fall,calc,2.1
440810,2,2008,fall,mf,1.2
440810,2,2008,spring,rc,1.7
440810,2,2008,spring,lwid,2.2
440810,2,2008,spring,wa,2.6
440810,2,2008,spring,rf,2.1
440810,2,2008,spring,cap,1.6
440810,2,2008,spring,punc,1.3
440810,2,2008,spring,ue,2.2
440810,2,2008,spring,lang,1.7
440810,2,2008,spring,wf,2.8
440810,2,2008,spring,ws,3.7
440810,2,2008,spring,ce,1.7
440810,2,2008,spring,psdi,1.4
440810,2,2008,spring,comp,1.1
440810,2,2008,spring,maths,1.4
440810,2,2008,spring,calc,2.5
440810,2,2008,spring,mf,1.9
450810,4,2008,fall,rc,5.6
450810,4,2008,fall,lwid,4.8
450810,4,2008,fall,wa,4.7
450810,4,2008,fall,rf,6
450810,4,2008,fall,cap,7.7
450810,4,2008,fall,punc,4.2
450810,4,2008,fall,ue,5.3
450810,4,2008,fall,lang,5.7
450810,4,2008,fall,wf,4.6
450810,4,2008,fall,ws,5.1
450810,4,2008,fall,ce,2.1
450810,4,2008,fall,psdi,3.5
450810,4,2008,fall,comp,3.7
450810,4,2008,fall,maths,3.1
450810,4,2008,fall,calc,3.5
450810,4,2008,fall,mf,4.4
450810,4,2008,spring,rc,5.3
450810,4,2008,spring,lwid,5.5
450810,4,2008,spring,wa,6.1
450810,4,2008,spring,rf,11.7
450810,4,2008,spring,cap,5.6
450810,4,2008,spring,punc,7.1
450810,4,2008,spring,ue,7.1
450810,4,2008,spring,lang,6.6
450810,4,2008,spring,wf,6.1
450810,4,2008,spring,ws,8.1
450810,4,2008,spring,ce,3.2
450810,4,2008,spring,psdi,4.1
450810,4,2008,spring,comp,4
450810,4,2008,spring,maths,3.8
450810,4,2008,spring,calc,4.8
450810,4,2008,spring,mf,7.2
460810,8,2008,fall,rc,5
460810,8,2008,fall,lwid,7.1
460810,8,2008,fall,wa,4.7
460810,8,2008,fall,rf,7.1
460810,8,2008,fall,cap,7.2
460810,8,2008,fall,punc,5.3
460810,8,2008,fall,ue,7.2
460810,8,2008,fall,lang,6.6
460810,8,2008,fall,wf,5.3
460810,8,2008,fall,ws,6.5
460810,8,2008,fall,ce,4.9
460810,8,2008,fall,psdi,6.7
460810,8,2008,fall,comp,3.3
460810,8,2008,fall,maths,4.8
460810,8,2008,fall,calc,6.7
460810,8,2008,fall,mf,9.1
460810,8,2008,spring,rc,4.9
460810,8,2008,spring,lwid,8
460810,8,2008,spring,wa,4.4
460810,8,2008,spring,rf,11.9
460810,8,2008,spring,cap,7.7
460810,8,2008,spring,punc,5.9
460810,8,2008,spring,ue,7.5
460810,8,2008,spring,lang,7
460810,8,2008,spring,wf,9.2
460810,8,2008,spring,ws,4.4
460810,8,2008,spring,ce,3
460810,8,2008,spring,psdi,4.4
460810,8,2008,spring,comp,9.1
460810,8,2008,spring,maths,5.3
460810,8,2008,spring,calc,5.7
460810,8,2008,spring,mf,18
480810,8,2008,fall,rc,8.9
480810,8,2008,fall,lwid,18
480810,8,2008,fall,wa,12.9
480810,8,2008,fall,rf,9.2
480810,8,2008,fall,cap,6.1
480810,8,2008,fall,punc,6.7
480810,8,2008,fall,ue,13
480810,8,2008,fall,lang,8.6
480810,8,2008,fall,wf,6.1
480810,8,2008,fall,ws,18
480810,8,2008,fall,ce,7.5
480810,8,2008,fall,psdi,6.7
480810,8,2008,fall,comp,3.6
480810,8,2008,fall,maths,5.8
480810,8,2008,fall,calc,9.7
480810,8,2008,fall,mf,5.6
480810,8,2008,spring,rc,12.6
480810,8,2008,spring,lwid,16.8
480810,8,2008,spring,wa,15.5
480810,8,2008,spring,rf,10
480810,8,2008,spring,cap,6.8
480810,8,2008,spring,punc,13
480810,8,2008,spring,ue,13
480810,8,2008,spring,lang,10.9
480810,8,2008,spring,wf,18
480810,8,2008,spring,ws,18
480810,8,2008,spring,ce,6.4
480810,8,2008,spring,psdi,9.2
480810,8,2008,spring,comp,9.1
480810,8,2008,spring,maths,8.2
480810,8,2008,spring,calc,12.9
480810,8,2008,spring,mf,6.6
490810,6,2008,fall,rc,2.1
490810,6,2008,fall,lwid,3.1
490810,6,2008,fall,wa,2.5
490810,6,2008,fall,rf,4.7
490810,6,2008,fall,cap,1.6
490810,6,2008,fall,punc,2.5
490810,6,2008,fall,ue,4.6
490810,6,2008,fall,lang,2.9
490810,6,2008,fall,wf,2.8
490810,6,2008,fall,ws,2.8
490810,6,2008,fall,ce,3.4
490810,6,2008,fall,psdi,4.4
490810,6,2008,fall,comp,3.3
490810,6,2008,fall,maths,3.7
490810,6,2008,fall,calc,5.3
490810,6,2008,fall,mf,3.3
490810,6,2008,spring,rc,5.5
490810,6,2008,spring,lwid,4.5
490810,6,2008,spring,wa,3.2
490810,6,2008,spring,rf,4.4
490810,6,2008,spring,cap,3
490810,6,2008,spring,punc,2.4
490810,6,2008,spring,ue,1.6
490810,6,2008,spring,lang,2.3
490810,6,2008,spring,wf,3.6
490810,6,2008,spring,ws,9.7
490810,6,2008,spring,ce,4.2
490810,6,2008,spring,psdi,4.8
490810,6,2008,spring,comp,4.4
490810,6,2008,spring,maths,4.4
490810,6,2008,spring,calc,6.7
490810,6,2008,spring,mf,4.2
500810,5,2008,fall,rc,2.2
500810,5,2008,fall,lwid,2.5
500810,5,2008,fall,wa,3.1
500810,5,2008,fall,rf,2.9
500810,5,2008,fall,cap,4.1
500810,5,2008,fall,punc,2.7
500810,5,2008,fall,ue,2.4
500810,5,2008,fall,lang,3
500810,5,2008,fall,wf,4.2
500810,5,2008,fall,ws,2
500810,5,2008,fall,ce,2.7
500810,5,2008,fall,psdi,3
500810,5,2008,fall,comp,2.8
500810,5,2008,fall,maths,2.8
500810,5,2008,fall,calc,3.2
500810,5,2008,fall,mf,3.1
500810,5,2008,spring,rc,5.5
500810,5,2008,spring,lwid,3.5
500810,5,2008,spring,wa,3.7
500810,5,2008,spring,rf,4.7
500810,5,2008,spring,cap,4.7
500810,5,2008,spring,punc,1.6
500810,5,2008,spring,ue,4.9
500810,5,2008,spring,lang,3.7
500810,5,2008,spring,wf,5.3
500810,5,2008,spring,ws,5
500810,5,2008,spring,ce,2
500810,5,2008,spring,psdi,3.6
500810,5,2008,spring,comp,4.2
500810,5,2008,spring,maths,3.2
500810,5,2008,spring,calc,3.5
500810,5,2008,spring,mf,5.7
510810,8,2008,fall,rc,10.2
510810,8,2008,fall,lwid,7.1
510810,8,2008,fall,wa,7.5
510810,8,2008,fall,rf,18
510810,8,2008,fall,cap,12.4
510810,8,2008,fall,punc,7.6
510810,8,2008,fall,ue,13
510810,8,2008,fall,lang,11
510810,8,2008,fall,wf,6.1
510810,8,2008,fall,ws,8.9
510810,8,2008,fall,ce,8.8
510810,8,2008,fall,psdi,8.8
510810,8,2008,fall,comp,6.7
510810,8,2008,fall,maths,8.1
510810,8,2008,fall,calc,12.1
510810,8,2008,fall,mf,18
510810,8,2008,spring,rc,9.1
510810,8,2008,spring,lwid,9.1
510810,8,2008,spring,wa,7.5
510810,8,2008,spring,rf,18
510810,8,2008,spring,cap,13
510810,8,2008,spring,punc,13
510810,8,2008,spring,ue,13
510810,8,2008,spring,lang,13
510810,8,2008,spring,wf,10.1
510810,8,2008,spring,ws,8.1
510810,8,2008,spring,ce,8.6
510810,8,2008,spring,psdi,13
510810,8,2008,spring,comp,13
510810,8,2008,spring,maths,11.3
510810,8,2008,spring,calc,18
510810,8,2008,spring,mf,18
520810,5,2008,fall,rc,1.9
520810,5,2008,fall,lwid,3.3
520810,5,2008,fall,wa,2.4
520810,5,2008,fall,rf,3.4
520810,5,2008,fall,cap,2.9
520810,5,2008,fall,punc,4.2
520810,5,2008,fall,ue,2.3
520810,5,2008,fall,lang,3.1
520810,5,2008,fall,wf,4.9
520810,5,2008,fall,ws,3.7
520810,5,2008,fall,ce,4.1
520810,5,2008,fall,psdi,2.9
520810,5,2008,fall,comp,3.8
520810,5,2008,fall,maths,3.6
520810,5,2008,fall,calc,5.3
520810,5,2008,fall,mf,4.8
520810,5,2008,spring,rc,4
520810,5,2008,spring,lwid,2.8
520810,5,2008,spring,wa,3.2
520810,5,2008,spring,rf,4.3
520810,5,2008,spring,cap,2.7
520810,5,2008,spring,punc,4.5
520810,5,2008,spring,ue,7.3
520810,5,2008,spring,lang,4.8
520810,5,2008,spring,wf,5.3
520810,5,2008,spring,ws,6
520810,5,2008,spring,ce,4.8
520810,5,2008,spring,psdi,4.8
520810,5,2008,spring,comp,5.4
520810,5,2008,spring,maths,5
520810,5,2008,spring,calc,6.2
520810,5,2008,spring,mf,6.6
530810,8,2008,fall,rc,5.6
530810,8,2008,fall,lwid,5.3
530810,8,2008,fall,wa,6.7
530810,8,2008,fall,rf,5.6
530810,8,2008,fall,cap,6.1
530810,8,2008,fall,punc,7.1
530810,8,2008,fall,ue,7.6
530810,8,2008,fall,lang,6.9
530810,8,2008,fall,wf,6.1
530810,8,2008,fall,ws,3.5
530810,8,2008,fall,ce,3.8
530810,8,2008,fall,psdi,6.2
530810,8,2008,fall,comp,6.7
530810,8,2008,fall,maths,5.5
530810,8,2008,fall,calc,6.7
530810,8,2008,fall,mf,18
530810,8,2008,spring,rc,5.8
530810,8,2008,spring,lwid,7.2
530810,8,2008,spring,wa,7.5
530810,8,2008,spring,rf,6.1
530810,8,2008,spring,cap,4.7
530810,8,2008,spring,punc,8.9
530810,8,2008,spring,ue,2.8
530810,8,2008,spring,lang,5.5
530810,8,2008,spring,wf,18
530810,8,2008,spring,ws,4.4
530810,8,2008,spring,ce,4.5
530810,8,2008,spring,psdi,6.1
530810,8,2008,spring,comp,6.5
530810,8,2008,spring,maths,5.7
530810,8,2008,spring,calc,7.3
530810,8,2008,spring,mf,6.1
550810,4,2008,fall,rc,5
550810,4,2008,fall,lwid,3.1
550810,4,2008,fall,wa,4.3
550810,4,2008,fall,rf,4.7
550810,4,2008,fall,cap,3.6
550810,4,2008,fall,punc,3.8
550810,4,2008,fall,ue,4
550810,4,2008,fall,lang,3.8
550810,4,2008,fall,wf,4.6
550810,4,2008,fall,ws,2.3
550810,4,2008,fall,ce,1.5
550810,4,2008,fall,psdi,3.2
550810,4,2008,fall,comp,2.3
550810,4,2008,fall,maths,2.3
550810,4,2008,fall,calc,2.4
550810,4,2008,fall,mf,5
550810,4,2008,spring,rc,5.3
550810,4,2008,spring,lwid,4.1
550810,4,2008,spring,wa,4
550810,4,2008,spring,rf,7.3
550810,4,2008,spring,cap,4.7
550810,4,2008,spring,punc,4.2
550810,4,2008,spring,ue,5.2
550810,4,2008,spring,lang,4.7
550810,4,2008,spring,wf,6.1
550810,4,2008,spring,ws,6.8
550810,4,2008,spring,ce,4.6
550810,4,2008,spring,psdi,3.6
550810,4,2008,spring,comp,4.2
550810,4,2008,spring,maths,4.2
550810,4,2008,spring,calc,5.2
550810,4,2008,spring,mf,10.4
560810,3,2008,fall,rc,1.6
560810,3,2008,fall,lwid,2.6
560810,3,2008,fall,wa,2.4
560810,3,2008,fall,rf,2.9
560810,3,2008,fall,cap,1.1
560810,3,2008,fall,punc,1.1
560810,3,2008,fall,ue,1.8
560810,3,2008,fall,lang,1.3
560810,3,2008,fall,wf,1.6
560810,3,2008,fall,ws,5.1
560810,3,2008,fall,ce,2.3
560810,3,2008,fall,psdi,1.8
560810,3,2008,fall,comp,1.2
560810,3,2008,fall,maths,1.8
560810,3,2008,fall,calc,2.6
560810,3,2008,fall,mf,2.4
560810,3,2008,spring,rc,4.5
560810,3,2008,spring,lwid,3.7
560810,3,2008,spring,wa,4
560810,3,2008,spring,rf,3.5
560810,3,2008,spring,cap,2.6
560810,3,2008,spring,punc,3.5
560810,3,2008,spring,ue,3.7
560810,3,2008,spring,lang,3.3
560810,3,2008,spring,wf,4.9
560810,3,2008,spring,ws,8.1
560810,3,2008,spring,ce,2.6
560810,3,2008,spring,psdi,2.6
560810,3,2008,spring,comp,2.4
560810,3,2008,spring,maths,2.5
560810,3,2008,spring,calc,3
560810,3,2008,spring,mf,2.9
570810,8,2008,fall,rc,3.3
570810,8,2008,fall,lwid,5.9
570810,8,2008,fall,wa,5.1
570810,8,2008,fall,rf,7.1
570810,8,2008,fall,cap,7.2
570810,8,2008,fall,punc,11.6
570810,8,2008,fall,ue,3.8
570810,8,2008,fall,lang,7.5
570810,8,2008,fall,wf,10.1
570810,8,2008,fall,ws,7.6
570810,8,2008,fall,ce,4.5
570810,8,2008,fall,psdi,4.2
570810,8,2008,fall,comp,5.1
570810,8,2008,fall,maths,4.6
570810,8,2008,fall,calc,9.7
570810,8,2008,fall,mf,8
570810,8,2008,spring,rc,5.3
570810,8,2008,spring,lwid,8.5
570810,8,2008,spring,wa,8.6
570810,8,2008,spring,rf,11.2
570810,8,2008,spring,cap,10.4
570810,8,2008,spring,punc,9.7
570810,8,2008,spring,ue,7.5
570810,8,2008,spring,lang,9.2
570810,8,2008,spring,wf,9.2
570810,8,2008,spring,ws,9.7
570810,8,2008,spring,ce,5
570810,8,2008,spring,psdi,5.2
570810,8,2008,spring,comp,5.8
570810,8,2008,spring,maths,5.4
570810,8,2008,spring,calc,9.8
570810,8,2008,spring,mf,8.5
580810,2,2008,fall,rc,NA
580810,2,2008,fall,lwid,1.7
580810,2,2008,fall,wa,1.8
580810,2,2008,fall,rf,1.3
580810,2,2008,fall,cap,NA
580810,2,2008,fall,punc,NA
580810,2,2008,fall,ue,NA
580810,2,2008,fall,lang,0
580810,2,2008,fall,wf,1
580810,2,2008,fall,ws,1.3
580810,2,2008,fall,ce,NA
580810,2,2008,fall,psdi,NA
580810,2,2008,fall,comp,NA
580810,2,2008,fall,maths,0
580810,2,2008,fall,calc,2.1
580810,2,2008,fall,mf,1.8
580810,2,2008,spring,rc,2.6
580810,2,2008,spring,lwid,2.3
580810,2,2008,spring,wa,2.4
580810,2,2008,spring,rf,2.4
580810,2,2008,spring,cap,2.5
580810,2,2008,spring,punc,2.1
580810,2,2008,spring,ue,2.6
580810,2,2008,spring,lang,2.4
580810,2,2008,spring,wf,2.1
580810,2,2008,spring,ws,2.8
580810,2,2008,spring,ce,1.9
580810,2,2008,spring,psdi,1.4
580810,2,2008,spring,comp,1.4
580810,2,2008,spring,maths,1.7
580810,2,2008,spring,calc,2.5
580810,2,2008,spring,mf,2.6
600810,8,2008,fall,rc,6.9
600810,8,2008,fall,lwid,6.7
600810,8,2008,fall,wa,6.1
600810,8,2008,fall,rf,11.4
600810,8,2008,fall,cap,5.6
600810,8,2008,fall,punc,4.9
600810,8,2008,fall,ue,5.2
600810,8,2008,fall,lang,5.2
600810,8,2008,fall,wf,6.6
600810,8,2008,fall,ws,6.5
600810,8,2008,fall,ce,6.6
600810,8,2008,fall,psdi,6.2
600810,8,2008,fall,comp,6.3
600810,8,2008,fall,maths,6.3
600810,8,2008,fall,calc,6.7
600810,8,2008,fall,mf,8.4
600810,8,2008,spring,rc,7.8
600810,8,2008,spring,lwid,8
600810,8,2008,spring,wa,6.8
600810,8,2008,spring,rf,13
600810,8,2008,spring,cap,3.4
600810,8,2008,spring,punc,3.6
600810,8,2008,spring,ue,7
600810,8,2008,spring,lang,4.7
600810,8,2008,spring,wf,9.2
600810,8,2008,spring,ws,5.2
600810,8,2008,spring,ce,5
600810,8,2008,spring,psdi,6
600810,8,2008,spring,comp,5.8
600810,8,2008,spring,maths,5.7
600810,8,2008,spring,calc,6.2
600810,8,2008,spring,mf,8.4
620810,6,2008,fall,rc,10.4
620810,6,2008,fall,lwid,8.5
620810,6,2008,fall,wa,7.5
620810,6,2008,fall,rf,13
620810,6,2008,fall,cap,6.3
620810,6,2008,fall,punc,9
620810,6,2008,fall,ue,8.5
620810,6,2008,fall,lang,7.9
620810,6,2008,fall,wf,5.7
620810,6,2008,fall,ws,9.9
620810,6,2008,fall,ce,8.6
620810,6,2008,fall,psdi,8.6
620810,6,2008,fall,comp,5.4
620810,6,2008,fall,maths,7.4
620810,6,2008,fall,calc,6.7
620810,6,2008,fall,mf,8.8
620810,6,2008,spring,rc,11.2
620810,6,2008,spring,lwid,8.5
620810,6,2008,spring,wa,15.5
620810,6,2008,spring,rf,13.3
620810,6,2008,spring,cap,8.7
620810,6,2008,spring,punc,10.4
620810,6,2008,spring,ue,13
620810,6,2008,spring,lang,10.7
620810,6,2008,spring,wf,6.6
620810,6,2008,spring,ws,9.7
620810,6,2008,spring,ce,8.9
620810,6,2008,spring,psdi,13
620810,6,2008,spring,comp,6.7
620810,6,2008,spring,maths,9.4
620810,6,2008,spring,calc,NA
620810,6,2008,spring,mf,NA
630810,4,2008,fall,rc,3.1
630810,4,2008,fall,lwid,1.7
630810,4,2008,fall,wa,1.4
630810,4,2008,fall,rf,1.3
630810,4,2008,fall,cap,1.1
630810,4,2008,fall,punc,2
630810,4,2008,fall,ue,1
630810,4,2008,fall,lang,1.4
630810,4,2008,fall,wf,0
630810,4,2008,fall,ws,1.4
630810,4,2008,fall,ce,0.9
630810,4,2008,fall,psdi,1.5
630810,4,2008,fall,comp,1.9
630810,4,2008,fall,maths,1.4
630810,4,2008,fall,calc,1.2
630810,4,2008,fall,mf,0.9
630810,4,2008,spring,rc,1.8
630810,4,2008,spring,lwid,1.8
630810,4,2008,spring,wa,2.1
630810,4,2008,spring,rf,1.7
630810,4,2008,spring,cap,0.7
630810,4,2008,spring,punc,3.3
630810,4,2008,spring,ue,2
630810,4,2008,spring,lang,2
630810,4,2008,spring,wf,1.6
630810,4,2008,spring,ws,2.5
630810,4,2008,spring,ce,2.1
630810,4,2008,spring,psdi,1
630810,4,2008,spring,comp,1.1
630810,4,2008,spring,maths,1.3
630810,4,2008,spring,calc,1.6
630810,4,2008,spring,mf,1.7
640810,4,2008,fall,rc,3.3
640810,4,2008,fall,lwid,4.4
640810,4,2008,fall,wa,3.1
640810,4,2008,fall,rf,5.2
640810,4,2008,fall,cap,3.8
640810,4,2008,fall,punc,4
640810,4,2008,fall,ue,5
640810,4,2008,fall,lang,4.3
640810,4,2008,fall,wf,4.6
640810,4,2008,fall,ws,9.9
640810,4,2008,fall,ce,1.7
640810,4,2008,fall,psdi,3.2
640810,4,2008,fall,comp,3.3
640810,4,2008,fall,maths,2.6
640810,4,2008,fall,calc,3.8
640810,4,2008,fall,mf,3.7
640810,4,2008,spring,rc,5.5
640810,4,2008,spring,lwid,4.5
640810,4,2008,spring,wa,3.7
640810,4,2008,spring,rf,10.2
640810,4,2008,spring,cap,5.6
640810,4,2008,spring,punc,5.4
640810,4,2008,spring,ue,5.8
640810,4,2008,spring,lang,5.6
640810,4,2008,spring,wf,7.1
640810,4,2008,spring,ws,9.4
640810,4,2008,spring,ce,4.2
640810,4,2008,spring,psdi,3.6
640810,4,2008,spring,comp,4.7
640810,4,2008,spring,maths,4.2
640810,4,2008,spring,calc,3.8
640810,4,2008,spring,mf,8.2
650810,7,2008,fall,rc,7.9
650810,7,2008,fall,lwid,8
650810,7,2008,fall,wa,4.5
650810,7,2008,fall,rf,4.7
650810,7,2008,fall,cap,3.8
650810,7,2008,fall,punc,4.5
650810,7,2008,fall,ue,9.9
650810,7,2008,fall,lang,6.1
650810,7,2008,fall,wf,7.7
650810,7,2008,fall,ws,11.9
650810,7,2008,fall,ce,6.1
650810,7,2008,fall,psdi,9.9
650810,7,2008,fall,comp,4.6
650810,7,2008,fall,maths,6.6
650810,7,2008,fall,calc,8.8
650810,7,2008,fall,mf,7.9
650810,7,2008,spring,rc,13
650810,7,2008,spring,lwid,NA
650810,7,2008,spring,wa,NA
650810,7,2008,spring,rf,9.3
650810,7,2008,spring,cap,NA
650810,7,2008,spring,punc,NA
650810,7,2008,spring,ue,NA
650810,7,2008,spring,lang,NA
650810,7,2008,spring,wf,9.2
650810,7,2008,spring,ws,NA
650810,7,2008,spring,ce,NA
650810,7,2008,spring,psdi,NA
650810,7,2008,spring,comp,NA
650810,7,2008,spring,maths,NA
650810,7,2008,spring,calc,18
650810,7,2008,spring,mf,8.8
660810,5,2008,fall,rc,2.3
